# ----------------------------------------
# All Web Site Data
# Drupal-Side Statistics with Chuck
# 20200101-20200131
# ----------------------------------------

Drupal-Side Stats (Content Group),Pageviews
field_alpha_sort/A/privacy/collection_type/yearbooks/field_alpha_sort/B#main-content,2
field_alpha_sort/A/privacy/field_alpha_sort/I#main-content#main-content,2
field_alpha_sort/A/privacy/field_alpha_sort/R/time_period/1880/nyh_topic/daily-life,2
field_alpha_sort/A/privacy/nyh_topic/community-events/nyh_topic/business-industry/time_period/1830,2
field_alpha_sort/A/privacy/terms?page=7/time_period/1790/nyh_topic/community-events/nyh_topic/ethnic-groups,2
field_alpha_sort/A/privacy/time_period/1900/time_period/1760/nyh_topic/education/field_alpha_sort/E,2
field_alpha_sort/A/privacy/time_period/1940/time_period/1860/privacy/field_alpha_sort/P,2
field_alpha_sort/A/privacy/time_period/2000/time_period/1880/field_alpha_sort/N,2
field_alpha_sort/A/privacy#main-content?page=200/terms/time_period/1780/time_period/1860,2
field_alpha_sort/A/privacy#main-content?page=200/time_period/1680/field_alpha_sort/H,2
field_alpha_sort/A/privacy#main-content/nyh_topic/philosophy-religion/time_period/1960,2
field_alpha_sort/B?search_api_views_fulltext=civil war,2
field_alpha_sort/B/nyh_topic/transportation,2
field_alpha_sort/B/terms?page=4/time_period/1850/time_period/1980,2
field_alpha_sort/B/terms?page=4#main-content/time_period/1880,2
field_alpha_sort/B/terms/nyh_topic/ethnic-groups/time_period/1830/nyh_topic/daily-life/time_period/1940,2
field_alpha_sort/B/terms/nyh_topic/recreation-sports/time_period/1950/nyh_topic/people,2
field_alpha_sort/B/terms/nyh_topic/recreation-sports/time_period/1960/time_period/1870,2
field_alpha_sort/B/terms/time_period/1820/time_period/1880/time_period/1900,2
field_alpha_sort/C?page=17,2
field_alpha_sort/C?page=18,2
field_alpha_sort/C?page=19,2
field_alpha_sort/C?page=20,2
field_alpha_sort/C?search_api_views_fulltext=Carleton+Kelsey,2
field_alpha_sort/C?search_api_views_fulltext=Clifton+Fine+Central+School+,2
field_alpha_sort/C?search_api_views_fulltext=Clifton+Fine+yearbooks,2
field_alpha_sort/C?search_api_views_fulltext=Crandall,2
field_alpha_sort/C/nyh_topic/education?page=3,2
field_alpha_sort/C/nyh_topic/education?page=4,2
field_alpha_sort/C/nyh_topic/education?page=5,2
field_alpha_sort/C/nyh_topic/education/collection_type/yearbooks?fbclid=IwAR2-TQHMFOSaGv8UsNoD_udrE3DZHbKmYTv2I_0AOdCVjGOq79XmTXIzslk,2
field_alpha_sort/C/nyh_topic/government-law-politics/privacy?page=6/nyh_topic/ethnic-groups/field_alpha_sort/B,2
field_alpha_sort/C/nyh_topic/government-law-politics/privacy/field_alpha_sort/C/time_period/1760,2
field_alpha_sort/C/nyh_topic/government-law-politics/privacy/time_period/1860/time_period/1850/field_alpha_sort/H,2
field_alpha_sort/C/nyh_topic/government-law-politics/privacy#main-content/time_period/1920/time_period/1890,2
field_alpha_sort/C/nyh_topic/government-law-politics/terms/nyh_topic/recreation-sports/time_period/1820,2
field_alpha_sort/C/nyh_topic/people/privacy/time_period/1810/nyh_topic/philosophy-religion/time_period/1780,2
field_alpha_sort/C/time_period/1860/time_period/1920/nyh_topic/recreation-sports/privacy/field_alpha_sort/E,2
field_alpha_sort/C/time_period/1950?page=4,2
field_alpha_sort/C/time_period/2000/privacy/nyh_topic/ethnic-groups/time_period/1720/time_period/1790,2
field_alpha_sort/C/time_period/2000/terms/time_period/1890/time_period/1850/nyh_topic/architecture/time_period/1910,2
field_alpha_sort/C/time_period/2000/time_period/1960/terms/nyh_topic/ethnic-groups/field_alpha_sort/B/nyh_topic/daily-life,2
field_alpha_sort/D?search_api_views_fulltext=directories,2
field_alpha_sort/E/nyh_topic/military-war/privacy?page=3/time_period/1910,2
field_alpha_sort/E/nyh_topic/military-war/privacy?page=6/time_period/1730/time_period/1780,2
field_alpha_sort/E/nyh_topic/military-war/privacy/nyh_topic/geography-maps/nyh_topic/ethnic-groups/privacy/time_period/1870/time_period/1890,2
field_alpha_sort/E/nyh_topic/military-war/privacy/nyh_topic/geography-maps#main-content#main-content,2
field_alpha_sort/E/nyh_topic/military-war/privacy/time_period/1900/nyh_topic/daily-life/field_alpha_sort/T/nyh_topic/people,2
field_alpha_sort/E/nyh_topic/military-war/privacy/time_period/1940/time_period/1930/nyh_topic/community-events?page=5,2
field_alpha_sort/E/nyh_topic/people,2
field_alpha_sort/E/privacy?page=2/terms/time_period/1600,2
field_alpha_sort/E/privacy?page=200?page=1/nyh_topic/business-industry/nyh_topic/agriculture/nyh_topic/architecture,2
field_alpha_sort/E/privacy?page=200?page=2/time_period/1940/time_period/1880?page=2,2
field_alpha_sort/E/privacy?page=200?page=200?page=3/field_alpha_sort/T/time_period/1910,2
field_alpha_sort/E/privacy?page=200?page=4/field_alpha_sort/B/time_period/2000,2
field_alpha_sort/E/privacy?page=200?page=4/time_period/1930/nyh_topic/recreation-sports,2
field_alpha_sort/E/privacy?page=200/field_alpha_sort/L/time_period/1980/time_period/1900,2
field_alpha_sort/E/privacy?page=200/nyh_topic/education/collection_type/yearbooks,2
field_alpha_sort/E/privacy?page=200/nyh_topic/education/nyh_topic/people/field_alpha_sort/E/time_period/1880,2
field_alpha_sort/E/privacy?page=200/terms/field_alpha_sort/2,2
field_alpha_sort/E/privacy?page=200/time_period/1850/nyh_topic/people/privacy/time_period/1660,2
field_alpha_sort/E/privacy?page=4?page=4?page=2/time_period/1980/field_alpha_sort/S,2
field_alpha_sort/E/privacy?page=5?page=8/time_period/1850/time_period/1920?page=1,2
field_alpha_sort/E/privacy?page=5/nyh_topic/work-labor/time_period/1910,2
field_alpha_sort/E/privacy?page=5/time_period/1830/nyh_topic/architecture/nyh_topic/arts-entertainment,2
field_alpha_sort/E/privacy?page=8?page=4/field_alpha_sort/U/nyh_topic/environment-nature,2
field_alpha_sort/E/privacy/nyh_topic/architecture/field_alpha_sort/B/time_period/1870/time_period/1940,2
field_alpha_sort/E/privacy/nyh_topic/community-events/collection_type/yearbooks/time_period/1910/time_period/1970,2
field_alpha_sort/E/privacy/nyh_topic/philosophy-religion/nyh_topic/architecture/time_period/1600,2
field_alpha_sort/E/privacy/terms?page=2/field_alpha_sort/A/time_period/1920,2
field_alpha_sort/E/privacy/terms?page=2/time_period/1930,2
field_alpha_sort/E/privacy/terms/field_alpha_sort/B/time_period/1870,2
field_alpha_sort/E/privacy/terms/time_period/1690,2
field_alpha_sort/E/privacy/time_period/1900/field_alpha_sort/M/time_period/1910/time_period/1940,2
field_alpha_sort/E/privacy/time_period/1900/time_period/1860/time_period/1870/nyh_topic/architecture,2
field_alpha_sort/E/privacy/time_period/1900/time_period/1910?page=6,2
field_alpha_sort/E/privacy/time_period/1900/time_period/1910/collection_type/photographs/privacy,2
field_alpha_sort/E/privacy/time_period/1950/field_alpha_sort/F/collection_type/yearbooks,2
field_alpha_sort/E/privacy/time_period/1950/nyh_topic/military-war/time_period/1920,2
field_alpha_sort/E/terms?page=3?page=3/time_period/2000/nyh_topic/daily-life/time_period/1960,2
field_alpha_sort/E/terms?page=3?page=4/field_alpha_sort/N/time_period/1840/time_period/1830,2
field_alpha_sort/E/terms?page=3/field_alpha_sort/A/time_period/1830/nyh_topic/military-war,2
field_alpha_sort/E/terms?page=3/nyh_topic/education/field_alpha_sort/B/nyh_topic/transportation,2
field_alpha_sort/E/terms?page=3/nyh_topic/military-war?page=5,2
field_alpha_sort/E/terms?page=6?page=200?page=7,2
field_alpha_sort/E/terms?page=6/field_alpha_sort/P,2
field_alpha_sort/E/terms?page=7/time_period/1820/time_period/1880/time_period/1900,2
field_alpha_sort/E/terms?page=7/time_period/1840/nyh_topic/architecture/terms/time_period/1950,2
field_alpha_sort/E/terms?page=7/time_period/1840/nyh_topic/architecture/time_period/1910/field_alpha_sort/M,2
field_alpha_sort/E/terms?page=7/time_period/1930/field_alpha_sort/G/time_period/1900,2
field_alpha_sort/E/terms?page=7#main-content/field_alpha_sort/U/time_period/1940,2
field_alpha_sort/E/terms/field_alpha_sort/A/nyh_topic/people/nyh_topic/daily-life/time_period/1760,2
field_alpha_sort/E/terms/field_alpha_sort/C/nyh_topic/environment-nature/time_period/1910/time_period/1860,2
field_alpha_sort/E/terms/time_period/1970/field_alpha_sort/R/terms,2
field_alpha_sort/E/time_period/1960/privacy/collection_type/yearbooks/field_alpha_sort/O/time_period/1940,2
field_alpha_sort/F/collection_type/yearbooks/terms?page=1/time_period/1910,2
field_alpha_sort/F/collection_type/yearbooks/terms/field_alpha_sort/U/time_period/1990/time_period/2010/time_period/1980,2
field_alpha_sort/F/collection_type/yearbooks/terms/nyh_topic/environment-nature/field_alpha_sort/T/time_period/1760,2
field_alpha_sort/F/collection_type/yearbooks/terms/time_period/1910/nyh_topic/agriculture,2
field_alpha_sort/F/collection_type/yearbooks/terms/time_period/1930/nyh_topic/business-industry/nyh_topic/work-labor,2
field_alpha_sort/F/collection_type/yearbooks/time_period/1950/nyh_topic/people,2
field_alpha_sort/F/time_period/1880/nyh_topic/daily-life/privacy/time_period/1930/nyh_topic/recreation-sports,2
field_alpha_sort/F/time_period/1880/terms?page=1/time_period/1920/time_period/1990,2
field_alpha_sort/G?search_api_views_fulltext=columbia+county,2
field_alpha_sort/G?search_api_views_fulltext=dutchess+county,2
field_alpha_sort/G?search_api_views_fulltext=geneva+directories,2
field_alpha_sort/G?search_api_views_fulltext=greene+county,2
field_alpha_sort/G/nyh_topic/people?page=1,2
field_alpha_sort/G/nyh_topic/people?search_api_views_fulltext=buffalo+city+directories,2
field_alpha_sort/G/privacy?page=4/time_period/1950/time_period/1980/field_alpha_sort/D,2
field_alpha_sort/G/privacy?page=8/time_period/2000/time_period/1940/nyh_topic/government-law-politics,2
field_alpha_sort/G/privacy/field_alpha_sort/F/nyh_topic/daily-life/nyh_topic/environment-nature,2
field_alpha_sort/G/privacy/time_period/1600/field_alpha_sort/C/time_period/1700,2
field_alpha_sort/H?search_api_views_fulltext=Hudson+urban+renewal,2
field_alpha_sort/H?search_api_views_fulltext=ITALIAN+EAST+HARLEM+,2
field_alpha_sort/I/terms/nyh_topic/military-war/time_period/1890/time_period/1860/time_period/1880,2
field_alpha_sort/I/time_period/1930/privacy/time_period/1820/field_alpha_sort/S/time_period/1940,2
field_alpha_sort/I/time_period/1930/privacy/time_period/1870/nyh_topic/work-labor/field_alpha_sort/A,2
field_alpha_sort/I/time_period/1930/terms/nyh_topic/environment-nature,2
field_alpha_sort/J?page=3,2
field_alpha_sort/J?page=4,2
field_alpha_sort/J?page=5,2
field_alpha_sort/L/nyh_topic/military-war,2
field_alpha_sort/L/nyh_topic/military-war?search_api_views_fulltext=Johannes+Lefevre,2
field_alpha_sort/M/terms?page=5?page=200/time_period/1870/field_alpha_sort/R,2
field_alpha_sort/M/terms?page=5/time_period/1920/field_alpha_sort/B/time_period/1980,2
field_alpha_sort/M/terms?page=7/nyh_topic/community-events/nyh_topic/education/time_period/1960,2
field_alpha_sort/M/terms/field_alpha_sort/V/time_period/1910/time_period/1900/nyh_topic/daily-life,2
field_alpha_sort/M/terms/time_period/1900/time_period/1920/time_period/1910/time_period/1880,2
field_alpha_sort/M/terms/time_period/1980/time_period/1900/field_alpha_sort/L,2
field_alpha_sort/M/terms#main-content/nyh_topic/daily-life/time_period/1870?page=2,2
field_alpha_sort/N?search_api_views_fulltext=Newburgh,2
field_alpha_sort/N?search_api_views_fulltext=newsletters,2
field_alpha_sort/N/terms?page=1?page=1/nyh_topic/ethnic-groups/time_period/1960,2
field_alpha_sort/N/terms?page=4?page=1/field_alpha_sort/C/time_period/1890,2
field_alpha_sort/N/terms/nyh_topic/education/nyh_topic/people?page=7,2
field_alpha_sort/N/terms/nyh_topic/geography-maps/nyh_topic/architecture/field_alpha_sort/S,2
field_alpha_sort/N/terms/time_period/cold-war-1945-1989/terms/nyh_topic/architecture/field_alpha_sort/G,2
field_alpha_sort/N/time_period/1950/privacy/field_alpha_sort/2,2
field_alpha_sort/O/privacy/field_alpha_sort/1/privacy?page=5/time_period/1620,2
field_alpha_sort/O/privacy/field_alpha_sort/1/privacy/field_alpha_sort/R?page=3,2
field_alpha_sort/O/privacy/field_alpha_sort/1/time_period/1890/terms/field_alpha_sort/T/nyh_topic/environment-nature/time_period/2000,2
field_alpha_sort/O/privacy/field_alpha_sort/C/nyh_topic/architecture/terms/time_period/1800/time_period/1680,2
field_alpha_sort/O/privacy/field_alpha_sort/C/nyh_topic/daily-life/privacy?page=5/nyh_topic/business-industry/time_period/1920,2
field_alpha_sort/O/privacy/field_alpha_sort/C/nyh_topic/transportation/terms/nyh_topic/people/time_period/2010/nyh_topic/government-law-politics/time_period/1980,2
field_alpha_sort/O/privacy/field_alpha_sort/D/nyh_topic/community-events/nyh_topic/daily-life/time_period/1900,2
field_alpha_sort/O/privacy/field_alpha_sort/H/time_period/1950/nyh_topic/people/time_period/1910,2
field_alpha_sort/O/privacy/field_alpha_sort/O/time_period/1980/privacy/time_period/1640,2
field_alpha_sort/O/privacy/field_alpha_sort/P/nyh_topic/architecture/privacy?page=4/field_alpha_sort/D/nyh_topic/government-law-politics,2
field_alpha_sort/O/privacy/field_alpha_sort/P/nyh_topic/architecture/time_period/1830/time_period/1860,2
field_alpha_sort/O/privacy/field_alpha_sort/P/nyh_topic/transportation/time_period/1920/time_period/1980,2
field_alpha_sort/O/privacy/field_alpha_sort/P/privacy?page=4/nyh_topic/education?page=34,2
field_alpha_sort/O/privacy/field_alpha_sort/P/privacy?page=6/time_period/1920/time_period/1930,2
field_alpha_sort/O/privacy/field_alpha_sort/P/privacy?page=7/field_alpha_sort/J/nyh_topic/people/time_period/1960,2
field_alpha_sort/O/privacy/field_alpha_sort/P/privacy/field_alpha_sort/I/time_period/1870/nyh_topic/work-labor,2
field_alpha_sort/O/privacy/field_alpha_sort/P/privacy/time_period/1850/field_alpha_sort/E/time_period/1880/nyh_topic/transportation,2
field_alpha_sort/O/privacy/field_alpha_sort/P/privacy/time_period/1860/nyh_topic/people/time_period/1870/field_alpha_sort/O,2
field_alpha_sort/O/privacy/field_alpha_sort/P/privacy/time_period/1930/nyh_topic/transportation?page=4,2
field_alpha_sort/O/privacy/field_alpha_sort/P/time_period/1910/privacy/time_period/1780/field_alpha_sort/E,2
field_alpha_sort/O/privacy/field_alpha_sort/T/terms?page=2/field_alpha_sort/E/nyh_topic/medicine-science-technology,2
field_alpha_sort/O/privacy/field_alpha_sort/T/terms?page=200/time_period/1920/collection_type/yearbooks,2
field_alpha_sort/O/privacy/field_alpha_sort/T/terms?page=7/time_period/1880,2
field_alpha_sort/O/privacy/field_alpha_sort/T/terms/time_period/1890/time_period/1910/nyh_topic/transportation/nyh_topic/daily-life,2
field_alpha_sort/O/privacy/field_alpha_sort/T/terms/time_period/1940?page=5,2
field_alpha_sort/O/privacy/field_alpha_sort/T/terms/time_period/1940/nyh_topic/architecture/field_alpha_sort/V,2
field_alpha_sort/O/privacy/field_alpha_sort/T/terms/time_period/1940/nyh_topic/architecture/time_period/1980,2
field_alpha_sort/O/privacy/field_alpha_sort/W/nyh_topic/government-law-politics/privacy?page=200,2
field_alpha_sort/O/privacy/field_alpha_sort/W/nyh_topic/people/time_period/1860/privacy/nyh_topic/philosophy-religion,2
field_alpha_sort/O/privacy/field_alpha_sort/W/nyh_topic/transportation/privacy/time_period/1840/nyh_topic/education/nyh_topic/architecture,2
field_alpha_sort/O/privacy/field_alpha_sort/W/nyh_topic/transportation/terms/collection_type/yearbooks/time_period/1970,2
field_alpha_sort/O/privacy/field_alpha_sort/W/time_period/1900/nyh_topic/community-events/time_period/1860/time_period/1890,2
field_alpha_sort/O/privacy/nyh_topic/agriculture/time_period/1940/privacy/nyh_topic/recreation-sports/time_period/1910/time_period/1860,2
field_alpha_sort/O/privacy/nyh_topic/agriculture/time_period/1940/privacy#main-content/nyh_topic/agriculture,2
field_alpha_sort/O/privacy/nyh_topic/agriculture/time_period/1940/terms/time_period/1880/nyh_topic/business-industry,2
field_alpha_sort/O/privacy/nyh_topic/daily-life/field_alpha_sort/F/privacy?page=4/time_period/1950/nyh_topic/environment-nature,2
field_alpha_sort/O/privacy/nyh_topic/daily-life/field_alpha_sort/F/terms?page=200/nyh_topic/business-industry/time_period/1760,2
field_alpha_sort/O/privacy/nyh_topic/daily-life/field_alpha_sort/I/privacy/nyh_topic/people/field_alpha_sort/V/time_period/1940,2
field_alpha_sort/O/privacy/nyh_topic/daily-life/nyh_topic/architecture/privacy/nyh_topic/philosophy-religion/field_alpha_sort/L,2
field_alpha_sort/O/privacy/nyh_topic/daily-life/nyh_topic/military-war/terms/nyh_topic/philosophy-religion/nyh_topic/ethnic-groups/field_alpha_sort/U,2
field_alpha_sort/O/privacy/nyh_topic/daily-life/time_period/1800/terms?page=5/time_period/1930/time_period/2010,2
field_alpha_sort/O/privacy/nyh_topic/daily-life/time_period/1800/terms/nyh_topic/community-events/nyh_topic/transportation/time_period/1880,2
field_alpha_sort/O/privacy/nyh_topic/daily-life/time_period/1840/terms/field_alpha_sort/R/nyh_topic/architecture/time_period/1910/time_period/1890,2
field_alpha_sort/O/privacy/nyh_topic/daily-life/time_period/1870/time_period/1910/time_period/1850/terms/field_alpha_sort/C,2
field_alpha_sort/O/privacy/nyh_topic/daily-life/time_period/1900/terms?page=4/field_alpha_sort/C/time_period/1610/time_period/1680,2
field_alpha_sort/O/privacy/nyh_topic/daily-life/time_period/1900/terms/nyh_topic/geography-maps/nyh_topic/transportation,2
field_alpha_sort/O/privacy/nyh_topic/government-law-politics/nyh_topic/daily-life/privacy/time_period/1910/time_period/1890/time_period/1880,2
field_alpha_sort/O/privacy/nyh_topic/government-law-politics/nyh_topic/people/time_period/1650,2
field_alpha_sort/O/privacy/nyh_topic/military-war/nyh_topic/government-law-politics/terms,2
field_alpha_sort/O/privacy/nyh_topic/military-war/nyh_topic/government-law-politics/time_period/1860,2
field_alpha_sort/O/privacy/nyh_topic/people/time_period/1960/nyh_topic/daily-life/privacy,2
field_alpha_sort/O/privacy/time_period/1900/nyh_topic/recreation-sports/time_period/1910/field_alpha_sort/S,2
field_alpha_sort/O/privacy/time_period/1900/time_period/1770/privacy/field_alpha_sort/F/time_period/1940,2
field_alpha_sort/O/time_period/1940/terms/nyh_topic/geography-maps/nyh_topic/business-industry,2
field_alpha_sort/O/time_period/1940/terms/nyh_topic/geography-maps/time_period/1940,2
field_alpha_sort/O/time_period/1940/terms/time_period/1910/time_period/1870/nyh_topic/transportation,2
field_alpha_sort/O/user/field_alpha_sort/J/nyh_topic/education/collection_type/yearbooks/time_period/1960/privacy/time_period/1730/field_alpha_sort/S,2
field_alpha_sort/O/user/nyh_topic/community-events/nyh_topic/daily-life/time_period/1870/nyh_topic/agriculture,2
field_alpha_sort/O/user/nyh_topic/community-events/nyh_topic/people/time_period/1940/privacy/time_period/1910?page=58,2
field_alpha_sort/O/user/nyh_topic/community-events/terms/field_alpha_sort/2/time_period/1940/nyh_topic/military-war,2
field_alpha_sort/O/user/nyh_topic/community-events/time_period/1880/field_alpha_sort/A/nyh_topic/environment-nature,2
field_alpha_sort/O/user/nyh_topic/community-events/time_period/1990/field_alpha_sort/L,2
field_alpha_sort/O/user/nyh_topic/daily-life/nyh_topic/philosophy-religion/field_alpha_sort/F/terms/nyh_topic/daily-life,2
field_alpha_sort/O/user/nyh_topic/daily-life/time_period/1830/privacy/field_alpha_sort/H/nyh_topic/education,2
field_alpha_sort/O/user/nyh_topic/daily-life/time_period/2000/time_period/1940/terms?page=5,2
field_alpha_sort/O/user/nyh_topic/education/nyh_topic/transportation/time_period/1910/terms/field_alpha_sort/B/nyh_topic/philosophy-religion,2
field_alpha_sort/O/user/nyh_topic/education/time_period/1990/time_period/0,2
field_alpha_sort/O/user/nyh_topic/education/time_period/2010/nyh_topic/community-events/terms/field_alpha_sort/V/nyh_topic/arts-entertainment,2
field_alpha_sort/O/user/nyh_topic/work-labor/time_period/1960/field_alpha_sort/M,2
field_alpha_sort/O/user/time_period/1970/collection_type/yearbooks/field_alpha_sort/H/terms/time_period/1880,2
field_alpha_sort/O/user/time_period/1970/field_alpha_sort/I/nyh_topic/geography-maps,2
field_alpha_sort/O/user/time_period/1970/nyh_topic/daily-life/time_period/1900/time_period/1980,2
field_alpha_sort/O/user/time_period/1970/terms/field_alpha_sort/S/time_period/1980/time_period/1920,2
field_alpha_sort/O/user/time_period/1970/time_period/1940/terms/time_period/1920/field_alpha_sort/G/time_period/1980,2
field_alpha_sort/O/user/time_period/1970/time_period/1940/time_period/1920/nyh_topic/education/time_period/1930,2
field_alpha_sort/O/user/time_period/1990/nyh_topic/philosophy-religion/privacy/collection_type/oral-histories,2
field_alpha_sort/O/user/time_period/1990/nyh_topic/philosophy-religion/privacy/collection_type/yearbooks/field_alpha_sort/M,2
field_alpha_sort/O/user/time_period/1990/time_period/1920/terms/nyh_topic/geography-maps?page=4,2
field_alpha_sort/O/user/time_period/1990/time_period/1930/nyh_topic/recreation-sports/nyh_topic/transportation,2
field_alpha_sort/O/user/time_period/2010/collection_type/yearbooks/field_alpha_sort/L,2
field_alpha_sort/P?page=11,2
field_alpha_sort/P?search_api_views_fulltext=pearson,2
field_alpha_sort/P/nyh_topic/people?page=1,2
field_alpha_sort/P/privacy/nyh_topic/work-labor/time_period/1870/time_period/1960,2
field_alpha_sort/P/privacy/time_period/1850/nyh_topic/architecture/field_alpha_sort/G,2
field_alpha_sort/R?page=9,2
field_alpha_sort/R/nyh_topic/people,2
field_alpha_sort/R/terms?page=3/time_period/1890/time_period/1990/field_alpha_sort/D,2
field_alpha_sort/R/terms?page=7?page=5?page=6/nyh_topic/arts-entertainment/field_alpha_sort/C/nyh_topic/community-events,2
field_alpha_sort/R/terms?page=7/field_alpha_sort/C/nyh_topic/recreation-sports,2
field_alpha_sort/R/terms?page=7/field_alpha_sort/R/time_period/1870/time_period/1910,2
field_alpha_sort/R/terms/field_alpha_sort/A/nyh_topic/medicine-science-technology,2
field_alpha_sort/R/terms/nyh_topic/medicine-science-technology/time_period/1900/nyh_topic/community-events,2
field_alpha_sort/R/terms/nyh_topic/philosophy-religion/nyh_topic/community-events/time_period/1860,2
field_alpha_sort/R/terms/nyh_topic/philosophy-religion/privacy/time_period/1650,2
field_alpha_sort/R/time_period/1900/time_period/1960/time_period/1920/privacy/time_period/1920/field_alpha_sort/W,2
field_alpha_sort/R/time_period/1920/privacy/nyh_topic/education/time_period/2000,2
field_alpha_sort/S?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU&page=3,2
field_alpha_sort/S?fbclid=IwAR0yqi87WxKHU1Isl_UxCVTYsRVl2J00A0QjMDFGVES5fzMhZGEX26QsndU&page=4,2
field_alpha_sort/S?search_api_views_fulltext=,2
field_alpha_sort/S?search_api_views_fulltext=geneseo,2
field_alpha_sort/S?search_api_views_fulltext=saratoga,2
field_alpha_sort/S?search_api_views_fulltext=staatsburg+library,2
field_alpha_sort/S?search_api_views_fulltext=stone+ridge+library,2
field_alpha_sort/S?search_api_views_fulltext=suffergette,2
field_alpha_sort/S/terms/time_period/1760/field_alpha_sort/A/nyh_topic/people,2
field_alpha_sort/S/terms/time_period/1910/field_alpha_sort/U,2
field_alpha_sort/S/time_period/1930/terms?page=2/time_period/1760/time_period/1860,2
field_alpha_sort/T?page=5,2
field_alpha_sort/U/nyh_topic/ethnic-groups/terms?page=6?page=1/field_alpha_sort/V,2
field_alpha_sort/U/time_period/1870/privacy/time_period/1930/field_alpha_sort/P,2
field_alpha_sort/Z,2
fiske-boyd-collection,2
fletcher-steele-nursery-orders,2
floods-chemung-county,2
forsyth-family-collection,2
general-electric-audio-recordings,2
gloversville-library-ny,2
gold-coast-historical-collection,2
golden-age-st-lawrence,2
golden-hill-school-collection,2
greater-oneonta-historical-society,2
grove-sheldon-gilbert-portraits,2
guilderland-central-school-district-collection,2
hamilton-public-library,2
harry-bruno-collection,2
harvey-fite-collection,2
hasbroucks-locust-lawn,2
henrietta-local-history-collection,2
heritage-awards,2
historic-postcards-ulster-county,2
historical-society-east-rockaway-and-lynbrook+&cd=1&hl=en&ct=clnk&gl=us&client=safari,2
holy-trinity-seminary,2
hudson-valley-technical-institute-1953-1958,2
ilion-free-public-library?fbclid=IwAR1dCS3qr1Ro2_oM1JGyIvq8Pwvmb_OKXbnea6yZU8YG5KEjjFCwqHU00p0,2
ilion-free-public-library?fbclid=IwAR1lgf0ruxtj1V4QgLcSKHcRy2JXNdui9PBgVUIj4HAY6xm3ycX0r6eDrxY,2
images-early-vassar,2
ithaca-tax-assessment-photographs,2
jane-secor-collection,2
jericho-historical-collection,2
john-burroughs-postcard-collection,2
john-j-burger-railroad-collection,2
john-s-apperson-jr-paul-schaefer-collections&from=https://en.wikipedia.org/,2
junior-league-buffalo,2
kenneth-r-dorn-regional-history-study-center-david-f-nestle-memorial-collection,2
lake-placid-olympic-museum,2
lantern-slides-palisades-interstate-park-commission,2
laura-abigail-gosline-scrapbook,2
leonard-family,2
library-association-rockland-county-pearl-river-library,2
library-association-rockland-county-tomkins-cove-public-library,2
lisbon-central-school-yearbooks?fbclid=IwAR2f4VD-XvBwJGTSrp_bCL58-wxaT0UmfHIVzLYIBWfbpzFkjzEClyF2tlE,2
lisbon-central-school-yearbooks?fbclid=IwAR2IS91nDjMpYmyVzwnV1Z53Gx-0SXp20-hvNliRdhKL4VhSKqamWt6HMN8,2
long-beach-public-library-collection,2
long-island-library-resources-council,2
long-island-maritime-museum,2
maria-college-mariale-literary-magazine,2
marlboro-free-library,2
massena-central-school-yearbooks-collection?fbclid=IwAR3mg-G9KVlZWxQUzoY-OnPqELP4GI8ga90BuB3vrH53fd6iSvXvEokLY2E,2
maurice-leyden-collection,2
maverick-festival-collection,2
mechanicville-district-public-library,2
merrick-historical-postcards,2
miner-institute-blueprints-and-maps-collection,2
mmscl-books-and-documents,2
museum-disability-history-–-project-people-inc,2
nccc-briefs,2
new-city-library-image-collection,2
newsletters-cary-institute-ecosystem-studies,2
north-country-underground-railroad-historical-association,2
northville-public-library,2
nyh_topic/agriculture/time_period/1910/privacy/time_period/1890/field_alpha_sort/C/nyh_topic/work-labor,2
nyh_topic/architecture/field_alpha_sort/G/nyh_topic/people/time_period/1970/nyh_topic/community-events,2
nyh_topic/architecture/field_alpha_sort/G/time_period/1930/privacy?page=4/field_alpha_sort/W/privacy/nyh_topic/environment-nature,2
nyh_topic/architecture/field_alpha_sort/G/time_period/1930/terms?page=4/time_period/1940/nyh_topic/medicine-science-technology,2
nyh_topic/architecture/field_alpha_sort/G/time_period/1930/time_period/1970/time_period/1900/nyh_topic/community-events,2
nyh_topic/architecture/nyh_topic/community-events/time_period/1970/privacy/collection_type/yearbooks,2
nyh_topic/architecture/nyh_topic/daily-life/field_alpha_sort/H/nyh_topic/people,2
nyh_topic/architecture/nyh_topic/daily-life/terms/time_period/1810/time_period/1840,2
nyh_topic/architecture/nyh_topic/environment-nature/privacy?page=2/time_period/cold-war-1945-1989,2
nyh_topic/architecture/nyh_topic/environment-nature/privacy/time_period/1920/time_period/1940/time_period/1930/nyh_topic/daily-life,2
nyh_topic/architecture/privacy?page=2?page=4/field_alpha_sort/P/time_period/1970,2
nyh_topic/architecture/privacy?page=8?page=2/time_period/1950/nyh_topic/recreation-sports/nyh_topic/ethnic-groups,2
nyh_topic/architecture/privacy?page=8/field_alpha_sort/J/time_period/2010,2
nyh_topic/architecture/privacy/nyh_topic/community-events/time_period/1960,2
nyh_topic/architecture/privacy/nyh_topic/daily-life/nyh_topic/recreation-sports/terms/time_period/1690,2
nyh_topic/architecture/privacy/nyh_topic/work-labor/terms/field_alpha_sort/I,2
nyh_topic/arts-entertainment?page=16,2
