"Council","InstitutionID","InstitutionName","CollectionID","CollectionName","Path","Pageviews"
"Central New York Library Resources Council","CLRC046","Episcopal Diocese of Central New York","SRR128","Gospel Messenger Collection","gospel-messenger-collection",0
"Central New York Library Resources Council","CLRC013","Erie Canal Museum","SRR108","1935 Federal Improvement Aerial Survey","1935-federal-improvement-aerial-survey",11
"Central New York Library Resources Council","CLRC013","Erie Canal Museum","SRR109","Barge Canal Construction: Western Division","barge-canal-construction-western-division",5
"Central New York Library Resources Council","CLRC013","Erie Canal Museum","SRR011","Working on the Erie Canal","working-erie-canal",0
"Central New York Library Resources Council","CLRC014","Erieville-Nelson Heritage Society","SRR018","Erieville Nelson Historic Collection","erieville-nelson-historic-collection",5
"Long Island Library Resources Council","LILRC010","Farmingdale Public Library","ZRR017","Farmingdale Historical Collection","farmingdale-historical-collection",47
"Long Island Library Resources Council","LILRC042","Farmingdale State College - Thomas D. Greenley Library ","ZRR102","Rambler Newsletter","rambler-newsletter",0
"Long Island Library Resources Council","LILRC042","Farmingdale State College - Thomas D. Greenley Library ","ZRR101","The Aggazette","aggazette",0
"Central New York Library Resources Council","CLRC015","Fayetteville Free Library","SRR004","Fayetteville Free Library Postcard Collection","fayetteville-free-library-postcard-collection",1
"Central New York Library Resources Council","CLRC015","Fayetteville Free Library","SRR006","Almquist Green Lakes Collection","almquist-green-lakes-collection",15
"Central New York Library Resources Council","CLRC015","Fayetteville Free Library","SRR005","Women of Fayetteville Collection","women-fayetteville-collection",0
"South Central Regional Library Council","SCLRC020","Fenimore Art Museum","YTJ003","Murder Pamphlet Collection Full Text","murder-pamphlet-collection-full-text",0
"South Central Regional Library Council","SCLRC020","Fenimore Art Museum","YTJ002","Murder Pamphlet Collection","murder-pamphlet-collection",0
"South Central Regional Library Council","SCLRC020","Fenimore Art Museum","YTJ001","Hamilton-Burr Duel Collection","hamilton-burr-duel-collection",0
"South Central Regional Library Council","SCLRC020","Fenimore Art Museum","YTJ008","Belva Lockwood Manuscript Collection","belva-lockwood-manuscript-collection",1
"South Central Regional Library Council","SCLRC020","Fenimore Art Museum","YTJ007","Otsego Lake Historical Collection","otsego-lake-historical-collection",0
"South Central Regional Library Council","SCLRC020","Fenimore Art Museum","YTJ006","John J. Burger Railroad Collection","john-j-burger-railroad-collection",0
"South Central Regional Library Council","SCLRC020","Fenimore Art Museum","YTJ005","Octagon Houses Collection","octagon-houses-collection",0
"South Central Regional Library Council","SCLRC020","Fenimore Art Museum","YTJ004","Smith and Telfer Photographic Collection","smith-and-telfer-photographic-collection",0
"Rochester Regional Library Council","RRLC003","Finger Lakes Community College","ZFM001","FLCC Charles G. Meder Library Digital Image Collection","flcc-charles-g-meder-library-digital-image-collection",0
"Western New York Library Resources Council","WNYLRC042","Forest Lawn Cemetery - Margaret L. Wendt Archive and Resource Center","MWAFL001","Historic Views of Forest Lawn","historic-views-forest-lawn",0
"Capital District Library Council","CDLC012","Fort Plain Free Library","XHQ003","Fort Plain Street Fair","fort-plain-street-fair",0
"Capital District Library Council","CDLC012","Fort Plain Free Library","XHQ002","Erie Canal","erie-canal",3
"Capital District Library Council","CDLC012","Fort Plain Free Library","XHQ001","Clinton Liberal Institute","clinton-liberal-institute",39
"Southeastern New York Library Resources Council","SENYLRC051","Franklin D. Roosevelt Library","VDR001","Vincent Astor Collection","vincent-astor-collection",0
"Southeastern New York Library Resources Council","SENYLRC051","Franklin D. Roosevelt Library","VDR002","Charles Sylvester Piersaull Photographs","charles-sylvester-piersaull-photographs",1
"Southeastern New York Library Resources Council","SENYLRC051","Franklin D. Roosevelt Library","VDR004","Franklin D. Roosevelt's Family History in the Hudson Valley","franklin-d-roosevelts-family-history-hudson-valley",0
"Southeastern New York Library Resources Council","SENYLRC051","Franklin D. Roosevelt Library","VDR003","Building the Franklin D. Roosevelt Presidential Library","building-franklin-d-roosevelt-presidential-library",0
"Long Island Library Resources Council","LILRC011","Freeport Memorial Library","ZRR020","American Legion Post 342","american-legion-post-342",1
"Long Island Library Resources Council","LILRC011","Freeport Memorial Library","ZRR107","Freeport High School Yearbooks and Commencement Programs","freeport-high-school-yearbooks-and-commencement-programs",0
"Long Island Library Resources Council","LILRC011","Freeport Memorial Library","ZRR021","Freeport Memorial Library Board Minutes","freeport-memorial-library-board-minutes",0
"Long Island Library Resources Council","LILRC011","Freeport Memorial Library","ZRR175","The Student","student",0
"Long Island Library Resources Council","LILRC011","Freeport Memorial Library","ZRR174","Village of Freeport Newsletters","village-freeport-newsletters",0
"Long Island Library Resources Council","LILRC011","Freeport Memorial Library","ZRR168","Marty Himes Racing Collection","marty-himes-racing-collection",0
"Long Island Library Resources Council","LILRC011","Freeport Memorial Library","ZRR023","Freeport Music Scores, Playbills & Programs","freeport-music-scores-playbills-programs",0
"Long Island Library Resources Council","LILRC011","Freeport Memorial Library","ZRR019","Freeport Historic Photographs","freeport-historic-photographs",0
"Southeastern New York Library Resources Council","SENYLRC002","Friends of Historic Kingston","ZSE001","Kingston-The IBM Years","kingston-ibm-years",0
"Southeastern New York Library Resources Council","SENYLRC002","Friends of Historic Kingston","ZSE002","Images of Kingston, New York","images-kingston-new-york",0
"Southeastern New York Library Resources Council","SENYLRC002","Friends of Historic Kingston","ZSE003","Kingston, New York in World War I","kingston-new-york-world-war-i",0
"Southeastern New York Library Resources Council","SENYLRC002","Friends of Historic Kingston","ZSE054","Kingston, New York in World War II","kingston-new-york-world-war-ii",0
"Capital District Library Council","CDLC013","Fulton-Montgomery Community College","YJM001","Kenneth R. Dorn Regional History Study Center - David F. Nestle Memorial Collection","kenneth-r-dorn-regional-history-study-center-david-f-nestle-memorial-collection",0
"Capital District Library Council","CDLC014","Galway Public Library","GPLNY001","Donnan Farm Galway NY","donnan-farm-galway-ny",4
"Long Island Library Resources Council","LILRC012","Garden City Public Library","ZRR105","Books and Articles Collection","books-and-articles-collection",0
"Long Island Library Resources Council","LILRC012","Garden City Public Library","ZRR027","Vincent F. Seyfried Postcard Collection","vincent-f-seyfried-postcard-collection",0
"Long Island Library Resources Council","LILRC012","Garden City Public Library","ZRR026","Garden City Village Archives Collection","garden-city-village-archives-collection",0
"Long Island Library Resources Council","LILRC012","Garden City Public Library","ZRR025","Garden City General Collection","garden-city-general-collection",0
"Western New York Library Resources Council","WNYLRC022","Genesee Community College - Alfred C. O'Connell Library","YJA001","Genesee Community College History","genesee-community-college-history",0
"Rochester Regional Library Council","RRLC004","Geneva Historical Society","XNI004","William Henderson Baird Collection","william-henderson-baird-collection",0
"Rochester Regional Library Council","RRLC004","Geneva Historical Society","XNI008","William Suydam letters","william-suydam-letters",0
"Rochester Regional Library Council","RRLC004","Geneva Historical Society","XNI006","Geneva Historical Society Postcard Collection","geneva-historical-society-postcard-collection",0
"Rochester Regional Library Council","RRLC004","Geneva Historical Society","XNI005","Stereograph Card Collection of Geneva","stereograph-card-collection-geneva",0
"Rochester Regional Library Council","RRLC004","Geneva Historical Society","XNI003","John R Dixon papers","john-r-dixon-papers",0
"Rochester Regional Library Council","RRLC004","Geneva Historical Society","XNI001","Geneva James G. Vail collection","geneva-james-g-vail-collection",0
"Rochester Regional Library Council","RRLC004","Geneva Historical Society","XNI007","Platt Benson Oakley Photograph Collection","platt-benson-oakley-photograph-collection",0
"Rochester Regional Library Council","RRLC004","Geneva Historical Society","XNI002","Geneva Civil War Collection","geneva-civil-war-collection",0
"Rochester Regional Library Council","RRLC005","Geneva Public Library","JSY001","Geneva Public Library Digital Collection","geneva-public-library-digital-collection",0
"Rochester Regional Library Council","RRLC005","Geneva Public Library","GVAPL002","Geneva NY City Directories","geneva-ny-city-directories",0
"South Central Regional Library Council","SCLRC009","George F Johnson Memorial Library","YTR001","Endicott-area Photographs & Postcards","endicott-area-photographs-postcards",0
"South Central Regional Library Council","SCLRC009","George F Johnson Memorial Library","YTR002","Endicott-area Newspapers","endicott-area-newspapers",13
"Long Island Library Resources Council","LILRC013","Glen Cove Library","ZRR029","Glen Cove Historic Postcards","glen-cove-historic-postcards",0
"Long Island Library Resources Council","LILRC013","Glen Cove Library","ZRR028","Glen Cove Public Library Photograph Collection","glen-cove-public-library-photograph-collection",0
"Capital District Library Council","CDLC015","Gloversville Public Library","XFT001","Gloversville Library NY","gloversville-library-ny",0
"Long Island Library Resources Council","LILRC014","Gold Coast Public Library","ZRR033","Gold Coast Historic Postcards","gold-coast-historic-postcards",0
"Long Island Library Resources Council","LILRC014","Gold Coast Public Library","ZRR032","Gold Coast Historic Photographs","gold-coast-historic-photographs",0
"Long Island Library Resources Council","LILRC014","Gold Coast Public Library","ZRR031","Gold Coast Historical Documents","gold-coast-historical-documents",0
"Long Island Library Resources Council","LILRC014","Gold Coast Public Library","ZRR030","Gold Coast Historical Collection","gold-coast-historical-collection",0
"Southeastern New York Library Resources Council","SENYLRC011","Goshen Public Library & Historical Society","VJI001","Goshen, NY Postcards","goshen-ny-postcards",0
"Long Island Library Resources Council","LILRC015","Great Neck Library","ZRR035","Great Neck Historic Postcards","great-neck-historic-postcards",0
"Long Island Library Resources Council","LILRC015","Great Neck Library","ZRR034","Great Neck Photographs Collection","great-neck-photographs-collection",0
"South Central Regional Library Council","SCLRC010","Greater Oneonta Historical Society","ZBMGOHS002","Oneonta City Directories","oneonta-city-directories",0
"South Central Regional Library Council","SCLRC010","Greater Oneonta Historical Society","ZBMGOHS001","Greater Oneonta Historical Society Papers of Jessie Elvira Jenks","greater-oneonta-historical-society-papers-jessie-elvira-jenks",0
"Southeastern New York Library Resources Council","SENYLRC050","Greene County Libraries Association","NYGRN001","Mountain Top Library Digital Collection","mountain-top-library-digital-collection",0
"Southeastern New York Library Resources Council","SENYLRC050","Greene County Libraries Association","NYGRN002","Catskill Public Library Digital Collection","catskill-public-library-digital-collection",5
"Southeastern New York Library Resources Council","SENYLRC050","Greene County Libraries Association","NYGRN004","Cairo Public Library Digital Collection","cairo-public-library-digital-collection",0
"Southeastern New York Library Resources Council","SENYLRC050","Greene County Libraries Association","NYGRN003","Heermance Memorial Library Digital Collection","heermance-memorial-library-digital-collection",0
"Capital District Library Council","CDLC016","Greenwich Free Library","XIY001","Gill Room Postcard Collection Greenwich NY","gill-room-postcard-collection-greenwich-ny",0
"Southeastern New York Library Resources Council","SENYLRC009","Greenwood Lake Public Library","V2C001","Greenwood Lake Public Library Scrapbooks","greenwood-lake-public-library-scrapbooks",0
"Southeastern New York Library Resources Council","SENYLRC009","Greenwood Lake Public Library","V2C002","Greenwood Lake Public Library Obituary Files","greenwood-lake-public-library-obituary-files",0
"Capital District Library Council","CDLC017","Guilderland Public Library","XGT005","Arthur B. Gregg Collection","arthur-b-gregg-collection",11
"Capital District Library Council","CDLC017","Guilderland Public Library","XGT002","Guilderland Historical Society Collection","guilderland-historical-society-collection",0
"Capital District Library Council","CDLC017","Guilderland Public Library","XGT004","Library History","library-history",0
"Capital District Library Council","CDLC017","Guilderland Public Library","XGT006","Guilderland Central School District Collection","guilderland-central-school-district-collection",0
"Capital District Library Council","CDLC017","Guilderland Public Library","XGT003","Guilderland Photographs","guilderland-photographs",0
"Long Island Library Resources Council","LILRC016","Half Hollow Hills Community Library","ZRR037","Half Hollow Hills Historic Melville","half-hollow-hills-historic-melville",0
"Long Island Library Resources Council","LILRC016","Half Hollow Hills Community Library","ZRR036","Half Hollow Hills Library History","half-hollow-hills-library-history",0
"Central New York Library Resources Council","CLRC016","Hamilton Public Library","SRR045","Hamilton Public Library Postcard Collection","hamilton-public-library-postcard-collection",0
"Central New York Library Resources Council","CLRC016","Hamilton Public Library","SRR012","NY Ontario & Western Railway Photographs","ny-ontario-western-railway-photographs",0
"South Central Regional Library Council","SCLRC011","Hartwick College - Stevens-German Library","VZH005","Ethelwyn Doolittle Memorabilia at Hartwick College","ethelwyn-doolittle-memorabilia-hartwick-college",0
"South Central Regional Library Council","SCLRC011","Hartwick College - Stevens-German Library","VZH004","Hartwick College Records at Hartwick College","hartwick-college-records-hartwick-college",0
"South Central Regional Library Council","SCLRC011","Hartwick College - Stevens-German Library","VZH003","Hartwick Seminary Records at Hartwick College","hartwick-seminary-records-hartwick-college",0
"South Central Regional Library Council","SCLRC011","Hartwick College - Stevens-German Library","VZH002","Oneonta NY Railroad Memorabilia at Hartwick College","oneonta-ny-railroad-memorabilia-hartwick-college",0
"South Central Regional Library Council","SCLRC011","Hartwick College - Stevens-German Library","VZH001","John Burroughs Memorabilia at Hartwick College","john-burroughs-memorabilia-hartwick-college",0
"South Central Regional Library Council","SCLRC011","Hartwick College - Stevens-German Library","VZH006","George Bernard Shaw Memorabilia at Hartwick College","george-bernard-shaw-memorabilia-hartwick-college",0
"Long Island Library Resources Council","LILRC017","Hempstead Public Library","ZRR038","Historic Hempstead","historic-hempstead",0
"Rochester Regional Library Council","RRLC006","Henrietta Public Library","XBQ003","Abram Lincoln Letter Collection","abram-lincoln-letter-collection",2
"Rochester Regional Library Council","RRLC006","Henrietta Public Library","XBQ001","Henrietta Local History Collection","henrietta-local-history-collection",0
"Northern New York Library Network","NNYLN039","Hepburn Library of Colton","NNYLN039","Colton Hepburn Library Centennial Collection","colton-hepburn-library-centennial-collection",0
"Western New York Library Resources Council","WNYLRC009","Herschell Carrousel Factory Museum","NYCSN001","Allan Herschell Ride Archive","allan-herschell-ride-archive",81
"Long Island Library Resources Council","LILRC018","Hicksville Public Library","ZRR185","Hicksville Yearbook Collection","hicksville-yearbook-collection",0
"Long Island Library Resources Council","LILRC018","Hicksville Public Library","ZRR095","Hicksville Historic Photographs","hicksville-historic-photographs",0
"Western New York Library Resources Council","WNYLRC023","Hilbert College - McGrath Library","YKH001","Sister Joanette Rutkowski, FSSJ, Archives and Historical Collection","sister-joanette-rutkowski-fssj-archives-and-historical-collection",0
"Southeastern New York Library Resources Council","SENYLRC040","Historic Huguenot Street","VE5014","Quilts of Historic Huguenot Street","quilts-historic-huguenot-street",0
"Southeastern New York Library Resources Council","SENYLRC040","Historic Huguenot Street","VE5006","Mary Anne Thorne Chadeayne Collection","mary-anne-thorne-chadeayne-collection",0
"Southeastern New York Library Resources Council","SENYLRC040","Historic Huguenot Street","VE5002","Early Education in the Hudson Valley","early-education-hudson-valley",6
"Southeastern New York Library Resources Council","SENYLRC040","Historic Huguenot Street","VE5004","Early Cooking in the Hudson Valley","early-cooking-hudson-valley",4
"Southeastern New York Library Resources Council","SENYLRC040","Historic Huguenot Street","VE5005","Before Hudson: 8,000 Years of Native American History and Culture","hudson-8000-years-native-american-history-and-culture",0
"Southeastern New York Library Resources Council","SENYLRC040","Historic Huguenot Street","VE5009","Greeting Cards","greeting-cards",0
"Southeastern New York Library Resources Council","SENYLRC040","Historic Huguenot Street","VE5011","Katherine Deyo Cookingham Downer Collection","katherine-deyo-cookingham-downer-collection",0
"Southeastern New York Library Resources Council","SENYLRC040","Historic Huguenot Street","VE5010","Provincial Exile: Roelof J. Eltinge's Banishment from the Paltz","provincial-exile-roelof-j-eltinges-banishment-paltz",0
"Southeastern New York Library Resources Council","SENYLRC040","Historic Huguenot Street","VE5001","African American Presence in the Hudson Valley","african-american-presence-hudson-valley",30
"Southeastern New York Library Resources Council","SENYLRC040","Historic Huguenot Street","VE5003","Civil War Collection","civil-war-collection",14
"Southeastern New York Library Resources Council","SENYLRC040","Historic Huguenot Street","VE5007","World War II Letters of Virgil Deyo","world-war-ii-letters-virgil-deyo",0
"Southeastern New York Library Resources Council","SENYLRC040","Historic Huguenot Street","VE5013","Colonial Manuscripts","colonial-manuscripts",4
"Southeastern New York Library Resources Council","SENYLRC040","Historic Huguenot Street","VE5012","School Letters of Rachel Eltinge","school-letters-rachel-eltinge",0
"Southeastern New York Library Resources Council","SENYLRC040","Historic Huguenot Street","VE5008","Historic Huguenot Street Photographs and Portraits","historic-huguenot-street-photographs-and-portraits",0
"Southeastern New York Library Resources Council","SENYLRC040","Historic Huguenot Street","VE5015","Binary Visions: 19th Century Woven Coverlets","binary-visions-19th-century-woven-coverlets",8
"South Central Regional Library Council","SCRLC029","Historic Ithaca","YSCHI001","Ithaca Tax Assessment Photographs","ithaca-tax-assessment-photographs",0
"Southeastern New York Library Resources Council","SENYLRC004","Historic Red Hook","ZSE052","Red Hook Town Board Minutes","red-hook-town-board-minutes",0
"Southeastern New York Library Resources Council","SENYLRC004","Historic Red Hook","ZSE011","Harriet Martin Dey Photograph Collection","harriet-martin-dey-photograph-collection",0
"Southeastern New York Library Resources Council","SENYLRC004","Historic Red Hook","ZSE012","Red Hook Postcards","red-hook-postcards",0
"Southeastern New York Library Resources Council","SENYLRC004","Historic Red Hook","ZSE013","W.S. Teator Glass Plate Negative Collection","ws-teator-glass-plate-negative-collection",0
"Southeastern New York Library Resources Council","SENYLRC004","Historic Red Hook","ZSE014","Ward Manor Collection","ward-manor-collection",0
"Southeastern New York Library Resources Council","SENYLRC004","Historic Red Hook","ZSE015","Horse Thieves Collection","horse-thieves-collection",0
"Long Island Library Resources Council","LILRC019","Historical Society of East Rockaway and Lynbrook","ZRR129","Historical Photographs of East Rockaway","historical-photographs-east-rockaway",0
"Long Island Library Resources Council","LILRC019","Historical Society of East Rockaway and Lynbrook","ZRR130","Historical Photographs of Lynbrook","historical-photographs-lynbrook",0
"Long Island Library Resources Council","LILRC019","Historical Society of East Rockaway and Lynbrook","ZRR180","Historic Postcards of Lynbrook, N.Y.","historic-postcards-lynbrook-ny",0
"Long Island Library Resources Council","LILRC019","Historical Society of East Rockaway and Lynbrook","ZRR040","1st Methodist Protestant Ch. B3","1st-methodist-protestant-ch-b3",1
"Long Island Library Resources Council","LILRC019","Historical Society of East Rockaway and Lynbrook","ZRR181","Historic Postcards of East Rockaway, N.Y.","historic-postcards-east-rockaway-ny",0
"Long Island Library Resources Council","LILRC019","Historical Society of East Rockaway and Lynbrook","ZRR041","1st Methodist Protestant Ch.B4","1st-methodist-protestant-chb4",0
"Long Island Library Resources Council","LILRC019","Historical Society of East Rockaway and Lynbrook","ZRR042","Old Sand Hole Church","old-sand-hole-church",0
"Long Island Library Resources Council","LILRC019","Historical Society of East Rockaway and Lynbrook","ZRR126","Leo H. Bock Lynbrook Photo Collection","leo-h-bock-lynbrook-photo-collection",0
"Southeastern New York Library Resources Council","SENYLRC056","Historical Society of Rockland County","VE6006","Images of Rockland County","images-rockland-county",0
"Southeastern New York Library Resources Council","SENYLRC056","Historical Society of Rockland County","VE6001","South of the Mountains Collection","south-mountains-collection",0
"Southeastern New York Library Resources Council","SENYLRC056","Historical Society of Rockland County","VE6004","Crossroads of Rockland History Radio Program","crossroads-rockland-history-radio-program",0
"Southeastern New York Library Resources Council","SENYLRC056","Historical Society of Rockland County","VE6005","John Scott Postcard Collection","john-scott-postcard-collection",0
"Southeastern New York Library Resources Council","SENYLRC056","Historical Society of Rockland County","VE6002","Nyack Turnpike Maps and Documents","nyack-turnpike-maps-and-documents",0
"Southeastern New York Library Resources Council","SENYLRC056","Historical Society of Rockland County","VE6003","Clarkstown Country Club","clarkstown-country-club",16
"South Central Regional Library Council","SCLRC012","History Center in Tompkins County","VX5004","Political Study Club of Ithaca Scrapbooks","political-study-club-ithaca-scrapbooks",0
"South Central Regional Library Council","SCLRC012","History Center in Tompkins County","VX5003","Historical Maps of Ithaca and Tompkins County","historical-maps-ithaca-and-tompkins-county",0
"South Central Regional Library Council","SCLRC012","History Center in Tompkins County","VX5002","Historic Paintings Unwrapped","historic-paintings-unwrapped",0
"South Central Regional Library Council","SCLRC012","History Center in Tompkins County","VX5001","Verne Morton Photograph Collection","verne-morton-photograph-collection",0
"South Central Regional Library Council","SCLRC012","History Center in Tompkins County","VX5007","General Photo File - Residences","general-photo-file-residences",0
"South Central Regional Library Council","SCLRC012","History Center in Tompkins County","VX5005","Oral Histories of Tompkins County","oral-histories-tompkins-county",0
"Rochester Regional Library Council","RRLC008","Hobart and William Smith Colleges","ZEM003","Taylor Civil War Letters","taylor-civil-war-letters",0
"Rochester Regional Library Council","RRLC008","Hobart and William Smith Colleges","ZEM002","Elon Howard Eaton Ornithology Collection","elon-howard-eaton-ornithology-collection",4
"Rochester Regional Library Council","RRLC008","Hobart and William Smith Colleges","ZEM001","HWS Vail Photograph Collection","hws-vail-photograph-collection",0
"Rochester Regional Library Council","RRLC008","Hobart and William Smith Colleges","ZEM004","William Smith College History Collection","william-smith-college-history-collection",0
"Long Island Library Resources Council","LILRC020","Hofstra University - Hofstra University Library","ZRR050","September 11 Project Collection","september-11-project-collection",0
"Long Island Library Resources Council","LILRC020","Hofstra University - Hofstra University Library","ZRR048","Long Beach Bridge Construction Photographs","long-beach-bridge-construction-photographs",0
"Long Island Library Resources Council","LILRC020","Hofstra University - Hofstra University Library","ZRR047","Hofstra Estate Collection","hofstra-estate-collection",0
"Long Island Library Resources Council","LILRC020","Hofstra University - Hofstra University Library","ZRR046","Camp Mills Photographs","camp-mills-photographs",86
"Long Island Library Resources Council","LILRC020","Hofstra University - Hofstra University Library","ZRR045","Calderone Theatre Collection","calderone-theatre-collection",20
"Long Island Library Resources Council","LILRC020","Hofstra University - Hofstra University Library","ZRR044","Hofstra Buildings Collection","hofstra-buildings-collection",0
"Long Island Library Resources Council","LILRC020","Hofstra University - Hofstra University Library","ZRR049","Places of Worship Collection","places-worship-collection",0
"Long Island Library Resources Council","LILRC020","Hofstra University - Hofstra University Library","ZRR051","Drama and Dance Department Collection","drama-and-dance-department-collection",4
"Central New York Library Resources Council","CLRC017","Holland Patent Free Library","SRR072","Thomson Farm Collection","thomson-farm-collection",0
"Central New York Library Resources Council","CLRC017","Holland Patent Free Library","SRR026","Public Square Collection ","public-square-collection",0
"Central New York Library Resources Council","CLRC018","Holy Trinity Seminary","SRR009","Nikolai Nikolaevich Aleksandrov Historical Photograph Collection","nikolai-nikolaevich-aleksandrov-historical-photograph-collection",0
"South Central Regional Library Council","SCRLC030","Houghton College - Willard J. Houghton Library","VXO001","Genesee Valley Town and Country Collection","genesee-valley-town-and-country-collection",0
"Southeastern New York Library Resources Council","SENYLRC007","Hudson Area Library","VIG001","The City of Hudson Postcards Collection","city-hudson-postcards-collection",33
"Southeastern New York Library Resources Council","SENYLRC007","Hudson Area Library","VIG002","Hudson Fulton Celebration 1909","hudson-fulton-celebration-1909-0",0
"Southeastern New York Library Resources Council","SENYLRC005","Hudson River Maritime Museum","ZSE005","Oral Histories - Hudson River Commercial Fishermen","oral-histories-hudson-river-commercial-fishermen",0
"Southeastern New York Library Resources Council","SENYLRC005","Hudson River Maritime Museum","ZSE006","Hudson River Day Line Collection","hudson-river-day-line-collection",0
"Southeastern New York Library Resources Council","SENYLRC005","Hudson River Maritime Museum","ZSE007","Tugboats: Workhorses of the Hudson","tugboats-workhorses-hudson",0
"Southeastern New York Library Resources Council","SENYLRC005","Hudson River Maritime Museum","ZSE008","Hudson River Night Boat Collection","hudson-river-night-boat-collection",0
"Southeastern New York Library Resources Council","SENYLRC037","Hudson River Valley Institute","NYHRV001","Ulster County Postcards","ulster-county-postcards",0
"Southeastern New York Library Resources Council","SENYLRC037","Hudson River Valley Institute","NYHRV003","Atlas of the Hudson River Valley from New York City to Troy","atlas-hudson-river-valley-new-york-city-troy",13
"Southeastern New York Library Resources Council","SENYLRC037","Hudson River Valley Institute","NYHRV004","John Burroughs Postcard Collection","john-burroughs-postcard-collection",0
"Southeastern New York Library Resources Council","SENYLRC037","Hudson River Valley Institute","NYHRV005","Willie Family Civil War Collection","willie-family-civil-war-collection",0
"Southeastern New York Library Resources Council","SENYLRC037","Hudson River Valley Institute","NYHRV002","1909 Hudson-Fulton Celebration Postcards","1909-hudson-fulton-celebration-postcards",13
"Capital District Library Council","CDLC018","Hudson Valley Community College","VXV004","Hudson Valley Sports and Athletics","hudson-valley-sports-and-athletics",0
"Capital District Library Council","CDLC018","Hudson Valley Community College","VXV003","Hudson Valley Community College, 1959 - Present","hudson-valley-community-college-1959-present",0
"Capital District Library Council","CDLC018","Hudson Valley Community College","VXV002","Hudson Valley Technical Institute, 1953 -1958","hudson-valley-technical-institute-1953-1958",0
"Capital District Library Council","CDLC018","Hudson Valley Community College","VXV001","Veterans Vocational School, 1946 - 1952","veterans-vocational-school-1946-1952",0
"Southeastern New York Library Resources Council","SENYLRC071","Hudson Valley Visual Art Collections Consortium","ZSE043","Samuel Dorsky Museum of Art Collection","samuel-dorsky-museum-art-collection",0
"Southeastern New York Library Resources Council","SENYLRC071","Hudson Valley Visual Art Collections Consortium","ZSE044","Center for Photography at Woodstock Collection","center-photography-woodstock-collection",1
"Southeastern New York Library Resources Council","SENYLRC071","Hudson Valley Visual Art Collections Consortium","ZSE045","Women's Studio Workshop Collection","womens-studio-workshop-collection",0
"Southeastern New York Library Resources Council","SENYLRC071","Hudson Valley Visual Art Collections Consortium","ZSE046","Woodstock Artists Association and Museum Collection","woodstock-artists-association-and-museum-collection",0
"Southeastern New York Library Resources Council","SENYLRC071","Hudson Valley Visual Art Collections Consortium","ZSE047","Woodstock Byrdcliffe Guild Collection","woodstock-byrdcliffe-guild-collection",0
"South Central Regional Library Council","SCLRC013","Huntington Memorial Library","VLS001","Otsego County Woman's Christian Temperance Union Collection","otsego-county-womans-christian-temperance-union-collection",0
"Long Island Library Resources Council","LILRC021","Huntington Public Library","ZRR057","Walt Whitman Collection","walt-whitman-collection",0
"Long Island Library Resources Council","LILRC021","Huntington Public Library","ZRR056","Huntington Political Cartoons","huntington-political-cartoons",0
"Long Island Library Resources Council","LILRC021","Huntington Public Library","ZRR052","Huntington Documents","huntington-documents",0
"Long Island Library Resources Council","LILRC021","Huntington Public Library","ZRR151","Huntington Historical Photographs","huntington-historical-photographs",0
"Long Island Library Resources Council","LILRC021","Huntington Public Library","ZRR054","Huntington Scrapbook","huntington-scrapbook",0
"Long Island Library Resources Council","LILRC021","Huntington Public Library","ZRR053","Mary Fowler Gaines Postcard Collection","mary-fowler-gaines-postcard-collection",0
"Long Island Library Resources Council","LILRC022","Huntington Town Clerk's Archives","ZRR058","Huntington Archives","huntington-archives",0
"Long Island Library Resources Council","LILRC022","Huntington Town Clerk's Archives","ZRR163","Huntington War Manuscripts","huntington-war-manuscripts",0
"Long Island Library Resources Council","LILRC022","Huntington Town Clerk's Archives","ZRR167","Huntington Postcard Collection","huntington-postcard-collection",0
"Long Island Library Resources Council","LILRC022","Huntington Town Clerk's Archives","ZRR166","Huntington Legal Manuscripts","huntington-legal-manuscripts",0
"Long Island Library Resources Council","LILRC022","Huntington Town Clerk's Archives","ZRR165","Huntington Historical Maps","huntington-historical-maps",0
"Long Island Library Resources Council","LILRC022","Huntington Town Clerk's Archives","ZRR164","Huntington Deeds","huntington-deeds",0
"South Central Regional Library Council","SCLRC014","Hyde Hall","YSCHH002","Clarke Family Correspondence","clarke-family-correspondence",6
"South Central Regional Library Council","SCLRC014","Hyde Hall","YSCHH001","Clarke Family Business Papers","clarke-family-business-papers",2
"Central New York Library Resources Council","CLRC044","Ilion Free Public Library","SRR130","Ilion's Era of Progression and Improvement","ilions-era-progression-and-improvement",0
"Central New York Library Resources Council","CLRC044","Ilion Free Public Library","SRR113","Ilion Urban Renewal Collection","ilion-urban-renewal-collection",0
"South Central Regional Library Council","SCLRC015","International Motor Racing Research Center","RAZ001","United States Grand Prix at Watkins Glen Collection","united-states-grand-prix-watkins-glen-collection",0
"Southeastern New York Library Resources Council","SENYLRC043","Irvington Public Library","ZSE031","Irvington, NY History Collection","irvington-ny-history-collection",0
"South Central Regional Library Council","SCLRC016","Ithaca College Library","XIM003","Ithaca College Yearbooks","ithaca-college-yearbooks",0
"South Central Regional Library Council","SCLRC016","Ithaca College Library","XIM002","Ithaca College Photographs","ithaca-college-photographs",0
"South Central Regional Library Council","SCLRC016","Ithaca College Library","XIM001","Ithaca College History Project","ithaca-college-history-project",0
